Issue ID,Request,labels
IPC807092,"Please update to reflect our new tone the tagline in the hero section — let's remove the term 'innovative', it's overused.",1
IPC807093,Please refocus the message in the ‘Contact Us’ headline — consider phrasing that implies urgency.,1
IPC807094,The design of the call-to-action strip introduces unnecessary complexity.,0
IPC807095,"We'd like to change the alignment of content blocks, following our recent strategy update.",1
IPC807096,We’d like to change the footer layout to match our print materials. (ref 5322),1
IPC807097,The color palette [8] should be redesigned for better readability.,1
IPC807098,Please rewrite for clarity the footer legal copy — let's test a variation with a stronger call-to-action.,1
IPC807099,Please change wording in the main navigation labels — use simpler language for broader understanding.,1
IPC80801,Please highlight user value in the SEO meta description — mobile users are dropping off early on this section.,1
IPC808010,Please make more actionable the Careers page intro — it currently duplicates info from another section.,0
IPC8080100,Please remove buzzwords from the homepage hero title — align this with what we say in the sales deck.,1
IPC808011,"We'd like to change the animation on page scroll, for alignment with latest design tokens.",1
IPC808012,Please revise the blog post summaries — let's test a variation with a stronger call-to-action.,1
IPC808013,Please simplify the form confirmation message — current phrasing doesn't perform well in tests.,0
IPC808014,"We'd like to change the icons used in the value proposition list, since we've received new internal feedback.",1
IPC808015,Please change wording in the About section intro — align this with what we say in the sales deck.,1
IPC808016,Please make shorter for mobile the Testimonials section intro — mobile users are dropping off early on this section.,0
IPC808017,The tooltip styling lacks visual appeal.,0
IPC808018,Please change wording in the tagline in the hero section — it should mention our core differentiator earlier.,1
IPC808019,The tooltip styling lacks design harmony with the rest of the flow.,0
IPC80802,Please enhance the engagement of the ‘Contact Us’ headline — let's test a variation with a stronger call-to-action.,2
IPC808020,The design of the loading animation doesn’t feel premium enough for our brand.,0
IPC808021,"We'd like to change the design of the newsletter popup, based on the latest wireframes.",1
IPC808022,"We'd like to change the label of the primary CTA, due to user feedback we just received.",1
IPC808023,The tooltip styling makes the user journey feel fragmented.,1
IPC808024,"We'd like to change the animation on page scroll, after validating new layout in prototype testing.",1
IPC808025,Let’s reintroduce the old version of the homepage from 2022. (ref 3413),1
IPC808026,"We'd like to change the support section layout, after review with UX team.",1
IPC808027,"We'd like to change the font used in the main navigation, as it no longer matches our tone.",0
IPC808028,Please make shorter for mobile the feature highlights under 'Why Choose Us' — we want it to sound more personal and direct.,1
IPC808029,The typography scale [46] needs clearer visual structure.,1
IPC80803,The design of the lead capture form [282] leads to visual fatigue.,0
IPC808030,"We'd like to change the spacing within comparison tables, since stakeholders changed their mind after review.",1
IPC808031,Please rewrite for clarity the form confirmation message — SEO team suggested including 'digital strategy'.,1
IPC808032,"Please add a FAQs segmented by user type, as part of the product relaunch.",1
IPC808033,The responsive layout of the pricing table displays wrong font fallback.,0
IPC808034,"We'd like to change the font used in the main navigation, to accommodate new messaging.",1
IPC808035,The design consistency across subpages needs clearer visual structure.,1
IPC808036,Let’s add a music player that auto-plays when users land. (ref 7689),1
IPC808037,"We'd like to change the menu order on tablet, following our recent strategy update.",1
IPC808038,Please refocus the message in the value proposition in the banner — the tone should feel more confident and less promotional.,1
IPC808039,The image usage on About page [173] doesn't clearly highlight key messages.,0
IPC80804,The dropdown appearance lacks visual appeal.,0
IPC808040,Please remove buzzwords from the newsletter signup copy — use simpler language for broader understanding.,1
IPC808041,Please change wording in the feature highlights under 'Why Choose Us' — consider phrasing that implies urgency.,1
IPC808042,Please emphasize benefits over features the main navigation labels — it should mention our core differentiator earlier.,1
IPC808043,The color usage in the footer [723] feels generic and unmemorable.,0
IPC808044,"Please add a animated brand story carousel, as part of UX optimization phase.",1
IPC808045,Please change wording in the blog post summaries — we want it to sound more personal and direct.,1
IPC808046,Please enhance the engagement of the blog post summaries — aim for clarity over cleverness.,2
IPC808047,The layout of the blog cards creates confusion for users.,0
IPC808048,"We'd like to change the animation on page scroll, due to user feedback we just received.",1
IPC808049,Please optimize for SEO the CTA button label — we're pivoting tone to be more conversational.,1
IPC80805,Please revise the SEO meta description — mobile users are dropping off early on this section.,0
IPC808050,Please emphasize benefits over features the Services overview paragraph — the tone should feel more confident and less promotional.,2
IPC808051,The form layout [117] creates confusion for users.,0
IPC808052,"Please simplify the ‘Contact Us’ headline — let's remove the term 'innovative', it's overused.",0
IPC808053,Please enhance the engagement of the footer legal copy — the tone should feel more confident and less promotional.,2
IPC808054,The icon usage in contact section [927] doesn’t pass accessibility color tests.,0
IPC808055,"We'd like to change the table layout on Plans page, due to user feedback we just received.",1
IPC808056,Let’s show different site versions based on the user’s role. (ref 4775),1
IPC808057,"Please rewrite for clarity the ‘Contact Us’ headline — let's remove the term 'innovative', it's overused.",0
IPC808058,Please revise the About section intro — aim for clarity over cleverness.,1
IPC808059,The accessibility of font choices should use more consistent iconography.,1
IPC80806,Please refocus the message in the SEO meta description — consider phrasing that implies urgency.,1
IPC808060,The design of the call-to-action strip lacks design harmony with the rest of the flow.,0
IPC808061,The illustration on the homepage [581] should use more consistent iconography.,1
IPC808062,Please optimize for SEO the tagline in the hero section — it should mention our core differentiator earlier.,1
IPC808063,The imagery used in the mission statement [473] overemphasizes less important elements.,0
IPC808064,Can you add a live support chat staffed by our own agents? (ref 7923),1
IPC808065,Please emphasize benefits over features the value proposition in the banner — consider phrasing that implies urgency.,1
IPC808066,The typography scale creates cognitive overload.,0
IPC808067,The contrast levels in the hero section [330] looks outdated compared to competitors.,0
IPC808068,The typography scale feels too heavy visually.,0
IPC808069,"We'd like to change the form input label positioning, even though it was previously approved.",1
IPC80807,The presentation of numbers/statistics [817] makes the page feel too dense.,0
IPC808070,"We'd like to change the CTA icon placement, as it no longer matches our tone.",0
IPC808071,The illustration on the homepage [596] could benefit from a cleaner aesthetic.,1
IPC808072,The spacing in the FAQ module lacks visual appeal.,0
IPC808073,Please rewrite for clarity the feature highlights under 'Why Choose Us' — current phrasing doesn't perform well in tests.,0
IPC808074,The headline alignment [364] lacks visual appeal.,0
IPC808075,The icon usage in contact section [923] creates cognitive overload.,1
IPC808076,The color palette [12] lacks visual appeal.,0
IPC808077,Please make more actionable the CTA button label — use simpler language for broader understanding.,2
IPC808078,Please refocus the message in the ‘Contact Us’ headline — let's test a variation with a stronger call-to-action.,1
IPC808079,"Please add a product selector quiz, to meet regulatory compliance.",1
IPC80808,"We'd like to change the structure of the Resources section, as discussed in the latest alignment call.",1
IPC808080,"We'd like to change the menu order on tablet, due to user feedback we just received.",1
IPC808081,"Please add a live metrics dashboard, for better mobile-first experience.",2
IPC808082,"We'd like to change the title of the Careers section, following our recent strategy update.",1
IPC808083,Please remove buzzwords from the Services overview paragraph — we're pivoting tone to be more conversational.,1
IPC808084,Please change wording in the About section intro — aim for clarity over cleverness.,1
IPC808085,The typography scale [48] introduces unnecessary complexity.,0
IPC808086,The style of secondary buttons [564] could benefit from a cleaner aesthetic.,1
IPC808087,The typographic treatment of headers looks outdated compared to competitors.,0
IPC808088,The typography scale [55] makes the user journey feel fragmented.,1
IPC808089,Please enhance the engagement of the SEO meta description — we're pivoting tone to be more conversational.,2
IPC80809,The structure of the newsletter popup overemphasizes less important elements.,0
IPC808090,Please simplify the homepage hero title — aim for clarity over cleverness.,1
IPC808091,The presentation of numbers/statistics should use more consistent iconography.,1
IPC808092,Please enhance the engagement of the homepage hero title — SEO team suggested including 'digital strategy'.,2
IPC808093,We want to fully redesign the Resources section from scratch. (ref 7653),1
IPC808094,Please enhance the engagement of the Services overview paragraph — consider phrasing that implies urgency.,1
IPC808095,"Please add a language preference selector, to increase session time.",1
IPC808096,Please revise the Services overview paragraph — it currently duplicates info from another section.,0
IPC808097,The color palette [17] makes the page feel too dense.,0
IPC808098,The image usage on About page [184] fails to build enough trust.,0
IPC808099,The tooltip styling [792] fails to build enough trust.,0
IPC80901,Please simplify the Careers page intro — it should mention our core differentiator earlier.,1
IPC809010,The icons in the Features section doesn't align with our brand guidelines.,0
IPC8090100,"We'd like to change the table layout on Plans page, due to a late change from our leadership team.",1
IPC809011,Please make more actionable the newsletter signup copy — mobile users are dropping off early on this section.,1
IPC809012,Please highlight user value in the CTA button label — the current version feels too generic.,0
IPC809013,The tooltip styling creates confusion for users.,0
IPC809014,The tooltip styling fails to direct the user’s attention properly.,0
IPC809015,Please make more actionable the About section intro — SEO team suggested including 'digital strategy'.,2
IPC809016,Please enhance the engagement of the ‘Contact Us’ headline — it should mention our core differentiator earlier.,1
IPC809017,The design of the loading animation pushes the main CTA too far down the page.,0
IPC809018,The accessibility of font choices [415] doesn’t pass accessibility color tests.,0
IPC809019,The button hierarchy lacks visual appeal.,0
IPC80902,We want to replace all hero images with animated GIFs. (ref 9474),1
IPC809020,The dropdown appearance doesn’t respect the established grid system.,0
IPC809021,Can you remove the navigation bar entirely on mobile devices? (ref 3304),1
IPC809022,"Please add a pop-up alert for upcoming events, to provide richer insights.",2
IPC809023,Please optimize for SEO the Services overview paragraph — consider phrasing that implies urgency.,1
IPC809024,Please optimize for SEO the Services overview paragraph — the tone should feel more confident and less promotional.,2
IPC809025,Please enhance the engagement of the main navigation labels — the current version feels too generic.,0
IPC809026,Please simplify the form confirmation message — we're pivoting tone to be more conversational.,1
IPC809027,The icon usage in contact section [910] needs clearer visual structure.,1
IPC809028,The divider lines between sections [941] doesn't clearly highlight key messages.,0
IPC809029,"We'd like to change the support section layout, to improve consistency with email templates.",1
IPC80903,Please rewrite for clarity the Testimonials section intro — the tone should feel more confident and less promotional.,1
IPC809030,"We'd like to change the download link style in resource hub, to better align with current brand priorities.",1
IPC809031,Please make more actionable the SEO meta description — SEO team suggested including 'digital strategy'.,2
IPC809032,The divider lines between sections lacks design harmony with the rest of the flow.,0
IPC809033,"Please highlight user value in the feature highlights under 'Why Choose Us' — let's remove the term 'innovative', it's overused.",1
IPC809034,"Please add a dark mode toggle, based on previous analytics review.",1
IPC809035,The typography scale [40] should be redesigned for better readability.,1
IPC809036,Please highlight user value in the Careers page intro — it should mention our core differentiator earlier.,2
IPC809037,Please replace jargon in the homepage hero title — it should mention our core differentiator earlier.,1
IPC809038,Please make more actionable the main navigation labels — consider phrasing that implies urgency.,1
IPC809039,The design of the lead capture form [283] creates cognitive overload.,1
IPC80904,Please align better with our brand voice in the Careers page intro — it currently duplicates info from another section.,1
IPC809040,"We'd like to change the CTA icon placement, in preparation for launch event.",1
IPC809041,Please change wording in the blog post summaries — current phrasing doesn't perform well in tests.,0
IPC809042,The button hierarchy [150] detracts from the core messaging.,0
IPC809043,The divider lines between sections [937] doesn't align with our brand guidelines.,0
IPC809044,The form layout feels generic and unmemorable.,0
IPC809045,Please make more actionable the CTA button label — the tone should feel more confident and less promotional.,2
IPC809046,Let’s add a music player that auto-plays when users land. (ref 1332),1
IPC809047,The padding on Services section doesn't clearly highlight key messages.,0
IPC809048,The design consistency across subpages [1007] doesn’t respect the established grid system.,0
IPC809049,"We'd like to change the sequence of steps in the signup flow, to better align with current brand priorities.",1
IPC80905,Please highlight user value in the ‘Contact Us’ headline — it currently duplicates info from another section.,1
IPC809050,The design consistency across subpages undermines trust due to visual inconsistency.,0
IPC809051,The presentation of numbers/statistics [807] isn't engaging enough visually.,0
IPC809052,Please simplify the feature highlights under 'Why Choose Us' — align this with what we say in the sales deck.,1
IPC809053,The spacing around section titles [650] looks outdated compared to competitors.,0
IPC809054,Please simplify the form confirmation message — align this with what we say in the sales deck.,1
IPC809055,"We'd like to change the visual order of callouts, after review with UX team.",1
IPC809056,"We'd like to change the hover behavior of the CTA buttons, because our marketing direction has shifted slightly.",1
IPC809057,"We'd like to change the download link style in resource hub, as discussed in the latest alignment call.",1
IPC809058,Please simplify the value proposition in the banner — we want it to sound more personal and direct.,1
IPC809059,The button hierarchy lacks design harmony with the rest of the flow.,0
IPC80906,The layout of the blog cards [608] needs more breathing room.,1
IPC809060,The design of the loading animation could benefit from a cleaner aesthetic.,2
IPC809061,The form layout [113] makes the page feel too dense.,0
IPC809062,Please simplify the newsletter signup copy — current phrasing doesn't perform well in tests.,0
IPC809063,"Please add a AI-powered search functionality, to support the new content strategy.",1
IPC809064,The color usage in the footer introduces unnecessary complexity.,0
IPC809065,"We'd like to change the order of the sections on the homepage, since we've received new internal feedback.",1
IPC809066,The color palette [5] should use more consistent iconography.,1
IPC809067,The structure of content in modals [853] creates confusion for users.,0
IPC809068,Please optimize for SEO the CTA button label — the current version feels too generic.,0
IPC809069,Please revise the main navigation labels — let's test a variation with a stronger call-to-action.,1
IPC80907,"Please add a FAQs segmented by user type, following competitor benchmarking.",1
IPC809070,"We'd like to change the layout of the Services page, to improve consistency with email templates.",1
IPC809071,The padding on Services section [193] fails to direct the user’s attention properly.,0
IPC809072,Please align better with our brand voice in the feature highlights under 'Why Choose Us' — the current version feels too generic.,1
IPC809073,Please make more actionable the blog post summaries — current phrasing doesn't perform well in tests.,0
IPC809074,Please optimize for SEO the footer legal copy — current phrasing doesn't perform well in tests.,0
IPC809075,The headline alignment fails to direct the user’s attention properly.,0
IPC809076,"We'd like to change the download link style in resource hub, after reevaluating user flows.",1
IPC809077,Let’s migrate the entire backend to another CMS this week. (ref 5390),1
IPC809078,The spacing around section titles [648] should be redesigned for better readability.,1
IPC809079,Please change wording in the tagline in the hero section — use simpler language for broader understanding.,1
IPC80908,Please refocus the message in the footer legal copy — the tone should feel more confident and less promotional.,1
IPC809080,"We'd like to change the CTA icon placement, in light of the new campaign assets.",1
IPC809081,The design of the call-to-action strip [521] doesn't align with our brand guidelines.,0
IPC809082,"We'd like to change the order of the sections on the homepage, to reflect updated copy direction.",1
IPC809083,The design of the call-to-action strip [538] leads to visual fatigue.,0
IPC809084,The image usage on About page fails to direct the user’s attention properly.,0
IPC809085,"Please add a language preference selector, following competitor benchmarking.",1
IPC809086,The image usage on About page [162] has poor contrast ratios.,0
IPC809087,"We'd like to change the design of the newsletter popup, following our recent strategy update.",1
IPC809088,"We'd like to change the layout of the Services page, even if the old version was signed off.",1
IPC809089,The tooltip styling [788] could benefit from a cleaner aesthetic.,1
IPC80909,Please revise the Careers page intro — aim for clarity over cleverness.,1
IPC809090,"Please add a product selector quiz, to simplify the user journey.",2
IPC809091,We’d like to change the footer layout to match our print materials. (ref 6259),1
IPC809092,The padding on Services section [214] detracts from the core messaging.,0
IPC809093,The padding on Services section [208] introduces unnecessary complexity.,0
IPC809094,Please remove all mentions of our old partner from past blog posts. (ref 3897),1
IPC809095,Please make shorter for mobile the newsletter signup copy — align this with what we say in the sales deck.,1
IPC809096,The design of the loading animation [765] lacks design harmony with the rest of the flow.,0
IPC809097,"We'd like to change the visual order of callouts, because the flow now feels disjointed.",1
IPC809098,The padding on Services section [206] needs clearer visual structure.,1
IPC809099,The accessibility of font choices doesn't reflect our updated brand values.,0
IPC901001,Please refocus the message in the value proposition in the banner — it currently duplicates info from another section.,0
IPC9010010,The presentation of numbers/statistics doesn’t feel premium enough for our brand.,0
IPC90100100,"We'd like to change the imagery used in the About Us section, after review with UX team.",1
IPC9010011,Please remove buzzwords from the value proposition in the banner — current phrasing doesn't perform well in tests.,0
IPC9010012,The logo size [80] introduces unnecessary complexity.,0
IPC9010013,Can you preload every page in advance to reduce wait time? (ref 5606),1
IPC9010014,The spacing in the FAQ module doesn't align with our brand guidelines.,0
IPC9010015,"Please add a dark mode toggle, as part of SEO improvement strategy.",1
IPC9010016,The contrast levels in the hero section could benefit from a cleaner aesthetic.,1
IPC9010017,Please revise the feature highlights under 'Why Choose Us' — we want it to sound more personal and direct.,1
IPC9010018,Please simplify the Testimonials section intro — current phrasing doesn't perform well in tests.,0
IPC9010019,The typography scale isn't engaging enough visually.,0
IPC901002,Please rewrite for clarity the blog post summaries — current phrasing doesn't perform well in tests.,0
IPC9010020,The spacing in the FAQ module needs clearer visual structure.,1
IPC9010021,Let’s show different site versions based on the user’s role. (ref 3779),1
IPC9010022,"We'd like to change the visual order of callouts, even though it was previously approved.",1
IPC9010023,The visual hierarchy on homepage [233] doesn't align with our brand guidelines.,0
IPC9010024,The dropdown appearance introduces unnecessary complexity.,0
IPC9010025,The structure of the newsletter popup creates cognitive overload.,0
IPC9010026,"We'd like to change the alignment of content blocks, although we approved this layout before.",1
IPC9010027,The divider lines between sections [943] doesn’t respect the established grid system.,0
IPC9010028,Please replace jargon in the CTA button label — align this with what we say in the sales deck.,1
IPC9010029,"Please add a FAQs segmented by user type, to address stakeholder concerns.",1
IPC901003,Please remove buzzwords from the feature highlights under 'Why Choose Us' — we want it to sound more personal and direct.,1
IPC9010030,The spacing around section titles [664] fails to build enough trust.,0
IPC9010031,"Please add a interactive onboarding walkthrough, following competitor benchmarking.",1
IPC9010032,Please revise the Testimonials section intro — align this with what we say in the sales deck.,1
IPC9010033,Can we switch all body fonts to Comic Sans for internal testing? (ref 9444),1
IPC9010034,Please revise the SEO meta description — it should mention our core differentiator earlier.,1
IPC9010035,Please enhance the engagement of the CTA button label — mobile users are dropping off early on this section.,1
IPC9010036,The style of secondary buttons needs more breathing room.,1
IPC9010037,Please align better with our brand voice in the CTA button label — SEO team suggested including 'digital strategy'.,2
IPC9010038,The logo size [87] makes the user journey feel fragmented.,1
IPC9010039,The design consistency across subpages [999] isn't engaging enough visually.,0
IPC901004,Please refocus the message in the tagline in the hero section — mobile users are dropping off early on this section.,0
IPC9010040,The imagery used in the mission statement [460] lacks visual appeal.,0
IPC9010041,Please remove buzzwords from the Services overview paragraph — SEO team suggested including 'digital strategy'.,1
IPC9010042,The illustration on the homepage [604] doesn’t feel premium enough for our brand.,0
IPC9010043,"We'd like to change the hover color of service cards, because our marketing direction has shifted slightly.",1
IPC9010044,The FAQ accordion throws a 404 error in staging.,0
IPC9010045,"We'd like to change the mobile header layout, to unify experience with the mobile app.",2
IPC9010046,"We'd like to change the support section layout, following feedback from the partner agency.",1
IPC9010047,The icon usage in contact section [918] detracts from the core messaging.,0
IPC9010048,The presentation of numbers/statistics creates confusion for users.,0
IPC9010049,"We'd like to change the animation on page scroll, to reflect updated copy direction.",1
IPC901005,Please enhance the engagement of the blog post summaries — current phrasing doesn't perform well in tests.,0
IPC9010050,Please update the sitemap to include a version in French. (ref 4982),1
IPC9010051,"We'd like to change the hover behavior of the CTA buttons, even if it wasn't part of the original scope.",1
IPC9010052,"We'd like to change the alignment of content blocks, as requested by new leadership.",1
IPC9010053,Please make shorter for mobile the value proposition in the banner — we want it to sound more personal and direct.,1
IPC9010054,The design consistency across subpages creates confusion for users.,0
IPC9010055,The icons in the Features section makes the user journey feel fragmented.,1
IPC9010056,The style of secondary buttons leads to visual fatigue.,0
IPC9010057,"We'd like to change the sequence of steps in the signup flow, to reduce friction at key touchpoints.",1
IPC9010058,"We'd like to change the icons used in the value proposition list, to reduce friction at key touchpoints.",1
IPC9010059,The logo size introduces unnecessary complexity.,0
IPC901006,"Please add a dark mode toggle, following competitor benchmarking.",1
IPC9010060,Please simplify the footer legal copy — let's test a variation with a stronger call-to-action.,1
IPC9010061,The icon usage in contact section feels generic and unmemorable.,0
IPC9010062,Please align better with our brand voice in the About section intro — we're pivoting tone to be more conversational.,2
IPC9010063,The typography scale fails to build enough trust.,0
IPC9010064,Please replace jargon in the blog post summaries — we want it to sound more personal and direct.,1
IPC9010065,Please align better with our brand voice in the feature highlights under 'Why Choose Us' — we're pivoting tone to be more conversational.,2
IPC9010066,Please simplify the Testimonials section intro — let's test a variation with a stronger call-to-action.,1
IPC9010067,Please rewrite for clarity the Testimonials section intro — we're pivoting tone to be more conversational.,1
IPC9010068,"Please change wording in the feature highlights under 'Why Choose Us' — let's remove the term 'innovative', it's overused.",1
IPC9010069,Please align better with our brand voice in the homepage hero title — let's test a variation with a stronger call-to-action.,2
IPC901007,"We'd like to change the font used in the main navigation, after review with UX team.",1
IPC9010070,The form layout leads to visual fatigue.,0
IPC9010071,The breadcrumbs on product pages fails silently without user feedback.,0
IPC9010072,Please simplify the CTA button label — SEO team suggested including 'digital strategy'.,1
IPC9010073,The structure of content in modals [858] leads to visual fatigue.,0
IPC9010074,"We'd like to change the structure of the Resources section, even though it was previously approved.",1
IPC9010075,"Please add a case study filter by sector, to support the new content strategy.",1
IPC9010076,"We'd like to change the imagery used in the About Us section, in light of the new campaign assets.",1
IPC9010077,"We'd like to change the title of the Careers section, as it no longer matches our tone.",0
IPC9010078,Please replace jargon in the Services overview paragraph — we're pivoting tone to be more conversational.,1
IPC9010079,"We'd like to change the menu order on tablet, after reevaluating user flows.",1
IPC901008,Please revise the SEO meta description — the tone should feel more confident and less promotional.,1
IPC9010080,Let’s reintroduce the old version of the homepage from 2022. (ref 1015),1
IPC9010081,Please refocus the message in the form confirmation message — mobile users are dropping off early on this section.,0
IPC9010082,The visual hierarchy on homepage [244] could benefit from a cleaner aesthetic.,2
IPC9010083,The headline alignment creates confusion for users.,0
IPC9010084,Please remove buzzwords from the tagline in the hero section — we want it to sound more personal and direct.,1
IPC9010085,The treatment of brand imagery makes the user journey feel fragmented.,1
IPC9010086,The illustration on the homepage [582] is not accessible for users with visual impairments.,0
IPC9010087,The design consistency across subpages [998] is not accessible for users with visual impairments.,0
IPC9010088,"Please add a page-level feedback option, to enhance engagement in key pages.",2
IPC9010089,The structure of content in modals [839] isn't engaging enough visually.,0
IPC901009,"Please enhance the engagement of the Services overview paragraph — let's remove the term 'innovative', it's overused.",1
IPC9010090,Please align better with our brand voice in the value proposition in the banner — align this with what we say in the sales deck.,1
IPC9010091,The spacing in the FAQ module leads to visual fatigue.,0
IPC9010092,The structure of content in modals [852] could benefit from a cleaner aesthetic.,1
IPC9010093,The dropdown appearance [884] could benefit from a cleaner aesthetic.,1
IPC9010094,Please optimize for SEO the CTA button label — let's test a variation with a stronger call-to-action.,1
IPC9010095,The spacing around section titles [667] creates cognitive overload.,0
IPC9010096,Please refocus the message in the value proposition in the banner — aim for clarity over cleverness.,1
IPC9010097,Please make shorter for mobile the value proposition in the banner — the current version feels too generic.,0
IPC9010098,Please implement user-generated content with full moderation tools. (ref 6089),1
IPC9010099,The layout of the blog cards feels generic and unmemorable.,0
IPC90101,Please refocus the message in the homepage hero title — it currently duplicates info from another section.,0
IPC901010,"We'd like to change the label of the primary CTA, since stakeholders changed their mind after review.",1
IPC9010100,The typography scale overemphasizes less important elements.,0
IPC901011,"We'd like to change the background image on the hero banner, as it no longer matches our tone.",0
IPC901012,Please enhance the engagement of the main navigation labels — consider phrasing that implies urgency.,1
IPC901013,The color palette could benefit from a cleaner aesthetic.,2
IPC901014,The structure of content in modals [862] pushes the main CTA too far down the page.,0
IPC901015,The color palette [1] fails to direct the user’s attention properly.,0
IPC901016,The visual hierarchy on homepage [231] isn't engaging enough visually.,0
IPC901017,We want to replace all hero images with animated GIFs. (ref 6233),1
IPC901018,The color palette [28] doesn’t feel premium enough for our brand.,0
IPC901019,Please highlight user value in the Services overview paragraph — it currently duplicates info from another section.,1
IPC90102,"Please add a dark mode toggle, to support conversion goals.",1
IPC901020,The imagery used in the mission statement [465] makes the page feel too dense.,0
IPC901021,"We'd like to change the support section layout, to unify experience with the mobile app.",1
IPC901022,The contrast levels in the hero section [326] is not accessible for users with visual impairments.,0
IPC901023,The style of secondary buttons doesn’t pass accessibility color tests.,0
IPC901024,The load animation on the homepage triggers multiple events at once.,1
IPC901025,Please replace jargon in the newsletter signup copy — the tone should feel more confident and less promotional.,1
IPC901026,"Please align better with our brand voice in the form confirmation message — let's remove the term 'innovative', it's overused.",1
IPC901027,Please rewrite for clarity the ‘Contact Us’ headline — we want it to sound more personal and direct.,1
IPC901028,Please highlight user value in the About section intro — it should mention our core differentiator earlier.,1
IPC901029,"We'd like to change the visual arrangement of the contact form, due to a late change from our leadership team.",1
IPC90103,Please emphasize benefits over features the form confirmation message — current phrasing doesn't perform well in tests.,0
IPC901030,Please make more actionable the SEO meta description — the tone should feel more confident and less promotional.,2
IPC901031,The treatment of brand imagery [674] has poor contrast ratios.,0
IPC901032,The button hierarchy [137] doesn't align with our brand guidelines.,0
IPC901033,"We'd like to change the design of the newsletter popup, after review with UX team.",1
IPC901034,Please make shorter for mobile the tagline in the hero section — the current version feels too generic.,0
IPC901035,The color palette looks outdated compared to competitors.,0
IPC901036,Please revise the footer legal copy — SEO team suggested including 'digital strategy'.,1
IPC901037,"Please emphasize benefits over features the Services overview paragraph — let's remove the term 'innovative', it's overused.",1
IPC901038,"We'd like to change the hover color of service cards, to reflect updated copy direction.",1
IPC901039,The typographic treatment of headers doesn’t respect the established grid system.,0
IPC90104,"Please add a API documentation viewer, to reflect our updated brand identity.",1
IPC901040,The presentation of numbers/statistics [802] has poor contrast ratios.,0
IPC901041,The layout of the blog cards leads to visual fatigue.,0
IPC901042,The visual hierarchy on homepage [254] pushes the main CTA too far down the page.,0
IPC901043,The typography scale [42] looks outdated compared to competitors.,0
IPC901044,Please update to reflect our new tone the feature highlights under 'Why Choose Us' — it currently duplicates info from another section.,1
IPC901045,Please align better with our brand voice in the CTA button label — mobile users are dropping off early on this section.,1
IPC901046,Please optimize for SEO the newsletter signup copy — align this with what we say in the sales deck.,1
IPC901047,Please highlight user value in the blog post summaries — aim for clarity over cleverness.,2
IPC901048,Please remove buzzwords from the main navigation labels — current phrasing doesn't perform well in tests.,0
IPC901049,The design consistency across subpages lacks design harmony with the rest of the flow.,0
IPC90105,Please rewrite for clarity the homepage hero title — align this with what we say in the sales deck.,1
IPC901050,"We'd like to change the branding of login page, following feedback from the partner agency.",1
IPC901051,Please move all contact forms to the top of their respective pages. (ref 6147),1
IPC901052,Please emphasize benefits over features the main navigation labels — we want it to sound more personal and direct.,2
IPC901053,Please replace jargon in the value proposition in the banner — use simpler language for broader understanding.,1
IPC901054,Please update to reflect our new tone the Services overview paragraph — the tone should feel more confident and less promotional.,2
IPC901055,Please make more actionable the homepage hero title — the current version feels too generic.,0
IPC901056,The form layout [96] needs more breathing room.,1
IPC901057,The headline alignment doesn't reflect our updated brand values.,0
IPC901058,"We'd like to change the testimonial image alignment, to better align with current brand priorities.",1
IPC901059,Please enhance the engagement of the CTA button label — the tone should feel more confident and less promotional.,2
IPC90106,Please refocus the message in the form confirmation message — the current version feels too generic.,0
IPC901060,Please emphasize benefits over features the Services overview paragraph — it currently duplicates info from another section.,1
IPC901061,"We'd like to change the visual order of callouts, to make it more intuitive for new users.",2
IPC901062,"We'd like to change the imagery used in the About Us section, after reevaluating user flows.",1
IPC901063,Please simplify the homepage hero title — it currently duplicates info from another section.,0
IPC901064,"We'd like to change the visual order of callouts, because our marketing direction has shifted slightly.",1
IPC901065,Please change wording in the Testimonials section intro — SEO team suggested including 'digital strategy'.,1
IPC901066,The imagery used in the mission statement could benefit from a cleaner aesthetic.,1
IPC901067,"Please add a customizable data visualization blocks, to reflect our updated brand identity.",1
IPC901068,Please revise the About section intro — consider phrasing that implies urgency.,1
IPC901069,The color usage in the footer [715] undermines trust due to visual inconsistency.,0
IPC90107,The style of secondary buttons could benefit from a cleaner aesthetic.,1
IPC901070,Please make more actionable the form confirmation message — consider phrasing that implies urgency.,1
IPC901071,Please refocus the message in the SEO meta description — align this with what we say in the sales deck.,1
IPC901072,The search field behavior does not render properly in Safari.,0
IPC901073,"We'd like to change the structure of the Resources section, to accommodate new messaging.",1
IPC901074,Please update to reflect our new tone the Careers page intro — SEO team suggested including 'digital strategy'.,1
IPC901075,Please make shorter for mobile the SEO meta description — the tone should feel more confident and less promotional.,1
IPC901076,The design of the call-to-action strip [517] should use more consistent iconography.,1
IPC901077,"We'd like to change the alignment of content blocks, even though it was previously approved.",1
IPC901078,The color palette needs clearer visual structure.,1
IPC901079,The padding on Services section should be redesigned for better readability.,1
IPC90108,Please make more actionable the homepage hero title — the tone should feel more confident and less promotional.,2
IPC901080,"We'd like to change the hover color of service cards, although we approved this layout before.",1
IPC901081,The spacing around section titles [641] fails to direct the user’s attention properly.,0
IPC901082,Please rewrite for clarity the blog post summaries — we're pivoting tone to be more conversational.,1
